@RELATION or

@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE class {1.0,0.0}

@DATA
1.0759503,1.0249275,1.0
0.96200525,0.91982942,1.0
0.86776971,1.0679748,1.0
1.0096332,1.172638,1.0
1.1101048,1.050606,1.0
1.0265419,1.0929211,1.0
0.98140446,0.84565022,1.0
0.95790668,1.0571056,1.0
1.1268122,0.9846078,1.0
1.0914307,1.0553329,1.0
0.95703485,1.1276784,1.0
0.86536062,0.93605876,1.0
0.90864496,1.1505935,1.0
1.0333327,0.90566064,1.0
0.89074112,1.0040832,1.0
0.96130489,1.0306956,1.0
0.98775648,1.1066823,1.0
0.93402225,0.96768537,1.0
0.93755226,0.90641259,1.0
0.97736875,1.1416614,1.0
0.9449159,1.0362643,1.0
0.86577349,0.80863221,1.0
1.0736589,1.0319922,1.0
0.90804511,0.82994132,1.0
1.1035039,1.0790916,1.0
0.96565926,1.1387167,1.0
0.96921171,0.98172221,1.0
1.1295571,0.90916066,1.0
1.0261089,1.122693,1.0
0.95977276,0.94892967,1.0
0.91730444,0.9181528,1.0
0.94827829,0.87382295,1.0
1.0399909,0.8532352,1.0
1.0847134,1.0275779,1.0
1.0048011,0.96682537,1.0
0.95070769,1.0788484,1.0
1.0335437,0.9943306,1.0
1.0671214,0.97903135,1.0
0.95783376,0.82785345,1.0
1.1443127,0.92245361,1.0
0.9635719,1.010443,1.0
1.0898288,0.95718549,1.0
1.0968344,1.1275047,1.0
1.0056627,0.81685695,1.0
0.99153335,0.98188021,1.0
1.087201,1.0114576,1.0
0.81963447,0.92776424,1.0
1.003374,1.0112003,1.0
1.0069139,1.1661267,1.0
1.0365587,0.89496112,1.0
0.91151403,0.96491185,1.0
0.85898246,0.85809195,1.0
0.73616204,1.0727938,1.0
1.0545102,0.87939454,1.0
1.1078006,0.91418058,1.0
0.95556696,1.1422953,1.0
1.2379327,1.082342,1.0
0.93590246,0.92440298,1.0
0.86887184,1.1016543,1.0
0.98543119,0.93409039,1.0
1.0105785,1.0106027,1.0
1.0682352,1.1834367,1.0
1.012104,1.2257163,1.0
0.92363789,0.95568481,1.0
0.84769769,0.9969989,1.0
0.94133071,1.1039091,1.0
0.86362561,1.0607512,1.0
1.0723595,0.97669782,1.0
0.98963724,0.97905302,1.0
0.81469942,0.92159715,1.0
-1.227198,1.0097238,0.0
-1.0156652,1.1073261,0.0
-1.1197869,1.0728019,0.0
-1.022794,0.75511293,0.0
-0.75317006,0.82084334,0.0
-0.9966114,0.91666444,0.0
-0.84904723,0.91263915,0.0
-1.1110714,0.83997694,0.0
-0.87244273,0.93217463,0.0
-1.1673614,0.90688235,0.0
-1.0279926,1.1100222,0.0
-0.97092465,0.93900247,0.0
-0.93798973,0.87239838,0.0
-1.0124262,0.95837338,0.0
-1.1082224,0.93150326,0.0
-1.1217676,1.0262161,0.0
-1.0722157,0.97687143,0.0
-1.1019166,0.85144831,0.0
-1.0579086,1.0580323,0.0
-1.0950524,0.96360486,0.0
-0.87579426,0.939997,0.0
-0.97300843,0.91482039,0.0
-0.97165328,1.0793888,0.0
-1.0838984,0.98910702,0.0
-0.97231884,0.8447187,0.0
-0.96769878,1.2170794,0.0
-1.0936049,0.96583038,0.0
-1.1189174,1.0271058,0.0
-1.1934935,1.0354827,0.0
-0.91272067,0.86934742,0.0
-1.1012148,1.1221143,0.0
-0.99532621,1.0251117,0.0
-0.99168891,1.0143654,0.0
-0.99087837,1.135064,0.0
-1.0638205,1.0159095,0.0
-1.0226351,0.82777151,0.0
-1.0306915,0.99839402,0.0
-0.86504291,1.1166993,0.0
-1.1156184,1.1212633,0.0
-1.0205912,1.0264676,0.0
-0.89335978,0.83065266,0.0
-0.9578932,1.1096442,0.0
-1.1088209,0.99426155,0.0
-0.92068485,1.0191893,0.0
-1.2701836,1.1281272,0.0
-1.049259,1.0402757,0.0
-0.84322529,0.62777888,0.0
-0.95015393,0.83362636,0.0
-0.92083917,0.91719915,0.0
-1.0092953,0.8708707,0.0
-1.0380216,1.0153464,0.0
-0.93040836,1.015196,0.0
-0.76829403,0.93068868,0.0
-1.0268399,1.1169458,0.0
-0.85629793,0.92119175,0.0
-1.0539303,0.9654407,0.0
-1.0430072,0.93326221,0.0
-0.93492647,0.91035367,0.0
-1.0902053,1.0054617,0.0
-0.90577243,0.86058439,0.0
-1.1683267,0.96878083,0.0
-1.2420748,1.0830324,0.0
-1.0158921,1.081378,0.0
-0.96711181,0.80539231,0.0
-0.87245964,1.0406719,0.0
-0.98803317,0.9542016,0.0
-0.90455708,1.0450536,0.0
-0.97594397,1.0172119,0.0
-0.93205035,0.96839198,0.0
-1.096877,0.99866837,0.0
-1.0076407,1.0607902,0.0
-1.059779,1.0726025,0.0
-1.0236989,0.92503108,0.0
-0.77033497,0.86726467,0.0
-1.1404156,0.95809477,0.0
-0.99658229,1.1019997,0.0
-1.0320901,1.0342812,0.0
-0.96206173,1.0393999,0.0
-0.82073211,0.95574668,0.0
-0.90876853,0.92343402,0.0
-1.0656914,1.2077032,0.0
-1.1433766,0.9894835,0.0
-0.91520069,0.99667525,0.0
-1.0992118,0.97263032,0.0
-1.0715263,1.0069715,0.0
-0.953465,0.96804903,0.0
-1.1522448,0.8955783,0.0
-0.84437526,1.0492943,0.0
-0.98971787,1.1439789,0.0
-1.0234089,1.0184869,0.0
-0.91921753,0.92558509,0.0
-0.91937869,1.0056428,0.0
-1.0249171,1.1020303,0.0
-0.8897667,1.1783143,0.0
-0.96326887,0.85947563,0.0
-0.88999973,1.011401,0.0
-0.97365252,0.9566716,0.0
-1.0191093,1.0544602,0.0
-0.82512542,1.0168916,0.0
-1.0783206,0.94113718,0.0
-0.93669154,0.81928118,0.0
-0.79776105,0.87858247,0.0
-1.0413348,0.93935996,0.0
-0.93653641,0.97262978,0.0
-0.96804471,1.1175743,0.0
-1.0348246,0.9405428,0.0
-1.0003554,1.0372034,0.0
-0.93822152,1.0905824,0.0
-0.76715205,1.0231663,0.0
-0.91135721,1.0084798,0.0
-1.0244085,0.93894526,0.0
-1.1973122,1.084132,0.0
-0.97509399,1.1628617,0.0
-0.97390225,1.0475538,0.0
-1.0791481,1.0307314,0.0
-0.89906667,1.023537,0.0
-0.96091273,1.1034038,0.0
-0.94130996,0.96691025,0.0
-1.0486187,0.9487807,0.0
-1.0683854,1.0531864,0.0
-1.0467425,0.96935187,0.0
-1.1110581,1.0891824,0.0
-1.0522541,0.85361312,0.0
-0.92731576,1.1326366,0.0
-1.2255347,0.92693809,0.0
-1.1771972,1.0238549,0.0
-0.99734101,0.95321207,0.0
-0.9671507,1.0713571,0.0
-1.094883,0.85825037,0.0
-0.94635578,0.89327063,0.0
-0.87409781,1.163238,0.0
-0.93162572,0.9024611,0.0
-1.1563395,0.93016384,0.0
-1.0730564,1.0062317,0.0
-1.0853811,0.9201295,0.0
-1.0338753,1.0146707,0.0
-1.0671285,1.1175926,0.0
-1.0841615,1.0068684,0.0
-0.80900866,1.1726186,0.0
-1.0332969,0.85502598,0.0
-1.0152427,0.97153571,0.0
-0.97136377,0.91259584,0.0
-1.1732222,1.03685,0.0
-1.1141633,0.87383315,0.0
-0.95301352,0.82404055,0.0
-0.96486103,0.96064669,0.0
-1.1161018,0.81849625,0.0
-0.8874342,0.91018949,0.0
-1.0066739,0.94526978,0.0
-0.98583094,0.83296079,0.0
-0.98907163,1.0563919,0.0
-1.0549972,1.0305612,0.0
-1.1831281,0.93728513,0.0
-1.0130877,0.86076608,0.0
-1.1564971,0.97247044,0.0
-1.0164667,0.98321499,0.0
-0.97926535,0.78270528,0.0
-0.98020378,1.1307418,0.0
-1.1386272,1.043553,0.0
-0.96334,0.82464541,0.0
-1.1210466,1.1978079,0.0
-0.97483275,0.98464534,0.0
-0.93967987,0.85266093,0.0
-0.84015941,0.90739553,0.0
-1.2050804,1.0262707,0.0
-0.91707378,0.85602054,0.0
-1.0162155,0.95264556,0.0
-1.007531,0.98984942,0.0
-1.0562404,0.95750307,0.0
-0.97658453,1.0203667,0.0
-1.0258619,0.92879865,0.0
-1.0618763,0.97494838,0.0
-1.0538606,1.0190727,0.0
-0.93837181,0.77799131,0.0
-0.95083729,0.8081793,0.0
-0.88993801,0.89329216,0.0
-0.96370554,1.0079854,0.0
-1.0145894,1.0202795,0.0
-1.1138372,0.92688785,0.0
-0.96852161,1.1312434,0.0
-1.0306585,1.1133004,0.0
-0.97784847,0.98228935,0.0
-0.91254204,1.3325536,0.0
-1.0492847,0.963469,0.0
-1.048226,1.0983393,0.0
-1.0259193,0.99369784,0.0
-0.97874037,0.82751481,0.0
-0.79630629,1.1879834,0.0
-1.0872895,0.89364485,0.0
-0.86600731,1.0073731,0.0
-1.0215432,1.1920815,0.0
-0.91021037,1.0642731,0.0
-0.99402932,1.0370997,0.0
-1.0534212,0.98545802,0.0
-1.02592,1.0245202,0.0
-0.90411259,1.1890168,0.0
-0.87332144,0.953904,0.0
-0.90389784,0.9778461,0.0
-1.0563761,0.95444218,0.0
-1.1288824,0.95879506,0.0
-0.95991323,0.98275184,0.0
-0.94720197,1.0618874,0.0
-1.2512551,1.0088209,0.0
-0.99757691,0.92392798,0.0
-0.79044399,1.1651961,0.0
-1.0188437,0.91304303,0.0
-1.0644192,0.96695634,0.0
-1.1007767,1.0080097,0.0
-1.181096,0.83177948,0.0
-1.048944,0.89909183,0.0
-0.96985712,0.87063381,0.0
-1.0983907,0.7335703,0.0
-0.97465338,1.2133,0.0
-0.92120316,0.92696466,0.0
-1.0593296,1.0840059,0.0
-0.95077963,1.0017194,0.0
-0.94345153,0.90058617,0.0
-1.0042806,0.99596102,0.0
-0.80435515,1.0404745,0.0
-1.1272202,0.88571864,0.0
-0.97249339,1.1198104,0.0
-1.0926744,1.1196839,0.0
-1.0721762,0.99026235,0.0
-0.95590261,1.0614347,0.0
-0.89071055,0.87813989,0.0
-0.98298969,1.0571874,0.0
-0.86951502,0.987169,0.0
-1.0930131,1.1608518,0.0
-0.96618419,0.90429269,0.0
-1.0530894,1.2011509,0.0
-1.0757357,1.0020085,0.0
-1.263156,1.0445508,0.0
-0.92398179,1.1449529,0.0
-0.81251497,1.110295,0.0
-0.95003594,0.91241364,0.0
-0.86236769,0.90847606,0.0
-0.99410196,0.9085178,0.0
-1.123042,1.107475,0.0
-1.0872472,0.98643019,0.0
-1.0802666,0.95552891,0.0
-0.88976238,1.0082517,0.0
-1.0480361,1.1035768,0.0
-0.99085577,0.98411103,0.0
-1.1333149,1.0309282,0.0
-1.0183065,0.76845951,0.0
-1.1625867,0.93324161,0.0
-1.0702424,0.89334148,0.0
-0.92405077,0.9360844,0.0
-0.82903465,0.92380323,0.0
-0.95145588,0.95778942,0.0
-1.0491328,-0.88282325,1.0
-0.93422547,-1.0004798,1.0
-0.8563917,-0.95789722,1.0
-1.1535033,-0.84145028,1.0
-0.82471555,-0.93153976,1.0
-0.87169491,-0.98706131,1.0
-0.99063576,-0.89139828,1.0
-0.84199012,-0.77701274,1.0
-0.97552163,-1.0516965,1.0
-1.1020254,-0.91516271,1.0
-0.88721593,-1.0813994,1.0
-0.77675313,-1.1248465,1.0
-1.0774247,-1.0677409,1.0
-1.1001457,-1.0073732,1.0
-0.88616737,-1.1961731,1.0
-1.0023952,-1.1598595,1.0
-1.1363832,-1.0057066,1.0
-0.87636838,-0.93994364,1.0
-1.0154075,-0.92145473,1.0
-1.0795207,-0.95626597,1.0
-1.0581573,-1.0179805,1.0
-1.0497664,-0.94699842,1.0
-0.9062572,-0.75071498,1.0
-1.1155727,-0.80231853,1.0
-0.95307761,-1.0059381,1.0
-0.89955886,-0.85855678,1.0
-1.0859843,-1.0620584,1.0
-0.96656135,-0.96491984,1.0
-1.1653469,-0.98555773,1.0
-0.93031214,-0.92367028,1.0
-1.1122209,-1.1214938,1.0
-0.91936367,-0.9375743,1.0
-0.95664349,-0.98313738,1.0
-1.04114,-0.96712414,1.0
-1.1479868,-1.1028612,1.0
-0.86684132,-1.0393576,1.0
-0.98472972,-1.154414,1.0
-0.83227008,-1.0733863,1.0
-0.99914349,-1.09699,1.0
-1.1778385,-1.0349627,1.0
-0.83099334,-0.98307587,1.0
-1.0291389,-0.91520413,1.0
-0.90755998,-1.1069063,1.0
-1.072224,-0.97063778,1.0
-0.93881654,-0.89135144,1.0
-0.91650115,-0.90386848,1.0
-0.89869139,-1.1594446,1.0
-0.95009511,-0.9267982,1.0
-1.0040811,-1.0168767,1.0
-0.98555223,-0.86185923,1.0
-0.9697655,-0.90706979,1.0
-1.0738462,-1.0348846,1.0
-0.94495768,-0.97305775,1.0
-1.1064474,-0.94891485,1.0
-1.1905378,-1.2461178,1.0
-0.98334343,-1.0613988,1.0
-0.98022682,-1.0395447,1.0
-0.97792637,-1.1144754,1.0
-0.82271561,-1.2232368,1.0
-0.87671175,-0.91599625,1.0
-0.8136207,-1.0613786,1.0
-0.97796494,-0.88278407,1.0
-0.90913645,-1.095824,1.0
-1.059117,-0.90468742,1.0
-1.023098,-0.92965534,1.0
-1.1747769,-0.9440105,1.0
-0.99301678,-1.1037998,1.0
-0.90730191,-1.0178316,1.0
-1.1058176,-1.0469939,1.0
-1.0222485,-1.0959887,1.0
-1.0724081,-1.0445025,1.0
-1.0808408,-1.1621174,1.0
-0.90976065,-1.0157394,1.0
-0.99327329,-1.0197458,1.0
-0.92604068,-1.0831367,1.0
-0.96032247,-0.93626661,1.0
-0.90642085,-1.1048599,1.0
-1.2257204,-1.0248183,1.0
-1.1022123,-0.94750868,1.0
-1.0171885,-0.97867761,1.0
-0.96520879,-1.2397377,1.0
-0.88515675,-1.0772419,1.0
-1.0639624,-1.0406103,1.0
-1.0604947,-1.055332,1.0
-1.0285155,-1.1352966,1.0
-0.93047795,-1.0043116,1.0
-0.98935652,-1.0167631,1.0
-0.88742983,-0.87204069,1.0
-1.0771932,-0.98877809,1.0
-0.95888664,-0.92945186,1.0
-0.96128116,-1.0130397,1.0
-1.1644008,-1.1825464,1.0
-0.97036112,-1.1473279,1.0
-0.82603063,-1.0751404,1.0
-1.1197785,-1.043373,1.0
-1.0637081,-0.9423649,1.0
-1.1016758,-1.0834456,1.0
-0.8870932,-1.0628795,1.0
-1.0556514,-0.97441482,1.0
-0.9248642,-1.056205,1.0
-1.164476,-1.122842,1.0
-1.1822552,-1.0554041,1.0
-0.90026442,-1.0680276,1.0
-0.94066937,-0.93088354,1.0
-0.97199258,-0.97780619,1.0
-0.90329324,-0.94540689,1.0
-0.9932409,-1.0459747,1.0
-0.98600948,-0.78832873,1.0
-1.0874892,-0.98908985,1.0
-0.99904944,-1.0919826,1.0
-1.1100317,-1.1323606,1.0
-1.08907,-0.99013498,1.0
-1.0477232,-1.040664,1.0
-0.98612646,-1.1351892,1.0
-0.83971651,-1.0469815,1.0
-0.962247,-1.1628011,1.0
-0.95938551,-0.93175828,1.0
-0.94567206,-0.80562916,1.0
-0.87963322,-0.9259762,1.0
-0.94195811,-1.0323177,1.0
-0.99363276,-0.86403541,1.0
-1.0433043,-0.97089697,1.0
-0.94027799,-1.2218995,1.0
-1.1683517,-1.0144627,1.0
-0.99582671,-0.99212999,1.0
-0.90567556,-0.94377819,1.0
-1.0227952,-1.0164276,1.0
-0.94231808,-0.88262968,1.0
-0.98275697,-1.1328395,1.0
-0.94149717,-0.75407865,1.0
-1.0493467,-0.86477952,1.0
-0.83287379,-1.0246773,1.0
-0.96033891,-0.97119833,1.0
-0.98589903,-1.0872674,1.0
-1.1190599,-1.0930756,1.0
-1.0193149,-0.99238446,1.0
-1.1445606,-0.90143355,1.0
-1.0288587,-0.90741584,1.0
-1.122914,-0.78685003,1.0
-1.0063966,-1.0325833,1.0
-0.98477931,-1.0223013,1.0
-1.0484546,-1.2734301,1.0
-0.83671022,-1.0308548,1.0
-0.86311045,-0.98538917,1.0
-0.85860992,-0.99622673,1.0
-0.94092714,-1.0647647,1.0
-0.92199979,-1.1287407,1.0
-1.0657244,-1.0411016,1.0
-0.98681857,-0.77994547,1.0
-1.1122417,-1.0929047,1.0
-0.97601536,-0.99973356,1.0
-0.88578439,-1.1157622,1.0
-1.1100867,-0.88354687,1.0
-1.0208882,-0.9213564,1.0
-1.1466081,-0.98396583,1.0
-0.9393719,-1.0047539,1.0
-0.87691706,-0.85211252,1.0
-0.88565483,-0.94222292,1.0
-1.1025666,-1.0003532,1.0
-1.0709035,-0.9863335,1.0
-1.0102159,-0.84610162,1.0
-1.0395123,-0.95051616,1.0
-1.0527554,-0.97311404,1.0
-1.2524535,-0.94314273,1.0
-0.93633233,-1.0098591,1.0
-1.0234422,-1.0987223,1.0
-0.93066386,-0.9632392,1.0
-0.97354714,-1.16223,1.0
-1.2978544,-1.0694148,1.0
-1.0301313,-0.89420576,1.0
-0.9213915,-1.0694578,1.0
-0.89548345,-0.97298873,1.0
-1.0317219,-1.0215269,1.0
-0.94794844,-0.97225432,1.0
-0.97620189,-0.95764002,1.0
-0.90781256,-1.0500923,1.0
-0.80363959,-1.2124568,1.0
-1.0911435,-0.89788473,1.0
-0.79000635,-1.055792,1.0
-0.97855359,-0.97151967,1.0
-1.0799035,-0.9030435,1.0
-1.081034,-1.1082401,1.0
-0.98822317,-0.87438322,1.0
-0.98619771,-0.92588344,1.0
-0.95890887,-0.98776199,1.0
-0.91729933,-1.035879,1.0
-0.96384069,-0.8794805,1.0
-1.102451,-0.95542166,1.0
-1.0690159,-0.94676648,1.0
-1.0758889,-0.73071158,1.0
-1.0590453,-0.94453627,1.0
-0.96448471,-0.88234815,1.0
-0.96592843,-1.0050684,1.0
-1.0227538,-0.81977345,1.0
-1.0998836,-1.0095097,1.0
-1.032585,-1.0994994,1.0
-0.94029524,-1.0016643,1.0
-1.0129606,-1.1716047,1.0
-0.85596602,-0.87424043,1.0
-1.0818393,-1.1184156,1.0
-0.97058208,-0.9718355,1.0
-0.88486279,-0.90856505,1.0
-1.0860265,-0.95172523,1.0
-1.0056095,-0.96264494,1.0
-1.1214747,-1.0864476,1.0
-1.0931104,-1.0055051,1.0
-1.1447286,-0.90695989,1.0
-1.0934749,-1.0763581,1.0
-0.96323688,-1.1235698,1.0
-1.0240151,-1.0698667,1.0
-0.94169604,-0.9145559,1.0
-0.897226,-1.0274566,1.0
-0.96374431,-0.97771289,1.0
-0.9224519,-1.1744835,1.0
-0.92450183,-1.0772631,1.0
-0.76426815,-1.0699481,1.0
-0.92427956,-1.126593,1.0
-1.1491999,-0.88260315,1.0
-0.97042314,-0.89601056,1.0
-0.93325899,-1.1567217,1.0
-0.9057344,-0.97501313,1.0
-0.91828614,-1.0965553,1.0
-1.0491906,-1.0165746,1.0
-0.99723085,-0.99543212,1.0
-0.96548045,-0.82904448,1.0
-0.9784263,-0.96295636,1.0
-0.79710046,-1.0656453,1.0
-1.1604517,-0.91686169,1.0
-0.91443211,-0.91239991,1.0
-0.88135764,-0.9861692,1.0
-1.0590599,-0.77577686,1.0
-0.95043441,-1.0166767,1.0
-1.0089002,-1.0459046,1.0
-1.1033427,-0.94538065,1.0
-0.98993277,-1.1302303,1.0
-0.83318667,-1.0411524,1.0
-1.0399147,-1.0540078,1.0
-0.93724802,-0.86335301,1.0
-1.112134,-0.92931508,1.0
-1.0921659,-0.93924298,1.0
-1.1239045,-0.90801846,1.0
-1.1434684,-0.91006067,1.0
-1.0942525,-0.99672826,1.0
-1.0899643,-1.1415857,1.0
-1.0442064,-1.168086,1.0
-1.1643538,-0.99622188,1.0
-1.0506853,-0.83365375,1.0
-1.0774919,-0.91690003,1.0
-1.0793732,-0.89523454,1.0
-1.0316836,-0.82061824,1.0
0.95148782,-0.94583375,0.0
0.93663709,-1.0211772,0.0
1.11019,-1.1565651,0.0
0.92829788,-1.0537865,0.0
1.2200021,-0.70904908,0.0
1.0890617,-0.95071728,0.0
0.93645682,-0.97849017,0.0
0.96264973,-1.0409015,0.0
1.0521876,-1.1819451,0.0
1.0712899,-0.98644017,0.0
1.1168406,-1.3078963,0.0
1.0339968,-1.0923381,0.0
0.89852702,-1.1455122,0.0
1.0093146,-1.0213294,0.0
0.84637947,-0.89263827,0.0
1.0576218,-0.94840503,0.0
1.0572062,-1.0443666,0.0
1.014668,-1.1626538,0.0
0.90742765,-1.0533168,0.0
1.1273141,-1.1185578,0.0
1.0987921,-0.95705182,0.0
0.92881382,-1.0585621,0.0
0.86656969,-0.85832559,0.0
1.1004237,-1.0117377,0.0
1.0608511,-1.151886,0.0
1.0035924,-0.99207639,0.0
1.025535,-0.92826323,0.0
1.0697162,-1.0495939,0.0
0.95688206,-0.93822616,0.0
1.1553913,-0.96606959,0.0
1.0346651,-0.96155526,0.0
0.92335149,-1.0326549,0.0
0.95065478,-1.0127645,0.0
1.1504537,-1.0134267,0.0
0.93501433,-1.0128479,0.0
0.89395131,-1.1455734,0.0
1.1154727,-1.0018266,0.0
1.0319257,-1.1190437,0.0
1.2203528,-0.98720534,0.0
0.97320932,-1.1166445,0.0
1.0638055,-0.86372348,0.0
0.99806308,-0.91790248,0.0
1.0432255,-1.0539193,0.0
0.84102588,-0.79353874,0.0
1.024965,-0.88606429,0.0
1.0763109,-0.91466028,0.0
0.99942677,-1.2072751,0.0
0.96403102,-1.1265754,0.0
1.0025904,-1.0702281,0.0
0.7910743,-1.0327694,0.0
1.1241868,-1.1311551,0.0
1.0342143,-0.93449194,0.0
1.0550593,-1.0522712,0.0
1.0654701,-1.0165372,0.0
1.0286811,-1.0548546,0.0
1.1418358,-1.0088259,0.0
0.88810682,-0.86278201,0.0
0.99253123,-1.1830471,0.0
1.1084119,-1.0961464,0.0
0.99854504,-1.0470915,0.0
1.0642926,-0.94452601,0.0
0.83801308,-1.1023085,0.0
1.0348748,-1.0524781,0.0
1.1083413,-0.92965162,0.0
0.77598801,-1.1227935,0.0
0.97643557,-0.8952391,0.0
0.87468287,-0.96578213,0.0
0.89698039,-0.94300876,0.0
1.0592836,-1.0014889,0.0
1.1090253,-1.0997452,0.0
0.97905386,-1.1599528,0.0
